folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdinop3,"Hypopnea per hour (Non-rapid eye movement sleep (NREM), Non-supine, >=3% oxygen desaturation)","",numeric,events per hour,"",non-rem,"","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdinop4,"Hypopnea per hour (Non-rapid eye movement sleep (NREM), Non-supine, >=4% oxygen desaturation)","",numeric,events per hour,"",non-rem,"","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdinop5,"Hypopnea per hour (Non-rapid eye movement sleep (NREM), Non-supine, >=5% oxygen desaturation)","",numeric,events per hour,"",non-rem,"","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirba,"Hypopnea per hour w/ arousals (Rapid eye movement sleep (REM), Supine, all oxygen desaturations)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirba2,"Hypopnea per hour with >=2% oxygen desaturation or arousal (Rapid eye movement sleep (REM), Supine)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirba3,"Hypopnea per hour with >=3% oxygen desaturation or arousal (Rapid eye movement sleep (REM), Supine)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirba4,"Hypopnea per hour with >=4% oxygen desaturation or arousal (Rapid eye movement sleep (REM), Supine)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirba5,"Hypopnea per hour with >=5% oxygen desaturation or arousal (Rapid eye movement sleep (REM), Supine)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirbp,"Hypopnea per hour (Rapid eye movement sleep (REM), Supine, all oxygen desaturations)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirbp2,"Hypopnea per hour (Rapid eye movement sleep (REM), Supine, >=2% oxygen desaturation)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirbp3,"Hypopnea per hour (Rapid eye movement sleep (REM), Supine, >=3% oxygen desaturation)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirbp4,"Hypopnea per hour (Rapid eye movement sleep (REM), Supine, >=4% oxygen desaturation)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirbp5,"Hypopnea per hour (Rapid eye movement sleep (REM), Supine, >=5% oxygen desaturation)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdiroa,"Hypopnea per hour w/ arousals (Rapid eye movement sleep (REM), Non-supine, all oxygen desaturations)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdiroa2,"Hypopnea per hour with >=2% oxygen desaturation or arousal (Rapid eye movement sleep (REM), Non-supine)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdiroa3,"Hypopnea per hour with >=3% oxygen desaturation or arousal (Rapid eye movement sleep (REM), Non-supine)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdiroa4,"Hypopnea per hour with >=4% oxygen desaturation or arousal (Rapid eye movement sleep (REM), Non-supine)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdiroa5,"Hypopnea per hour with >=5% oxygen desaturation or arousal (Rapid eye movement sleep (REM), Non-supine)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirop,"Hypopnea per hour (Rapid eye movement sleep (REM), Non-supine, all oxygen desaturations)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirop2,"Hypopnea per hour (Rapid eye movement sleep (REM), Non-supine, >=2% oxygen desaturation)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirop3,"Hypopnea per hour (Rapid eye movement sleep (REM), Non-supine, >=3% oxygen desaturation)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirop4,"Hypopnea per hour (Rapid eye movement sleep (REM), Non-supine, >=4% oxygen desaturation)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Hypopnea,rdirop5,"Hypopnea per hour (Rapid eye movement sleep (REM), Non-supine, >=5% oxygen desaturation)","",numeric,events per hour,"","","","",""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_a0h3,Apnea-Hypopnea Index (AHI) >= 3% - number of [all apneas] and [hypopneas with >= 3% oxygen desaturation] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_a0h3a,Apnea-Hypopnea Index (AHI) >= 3% - number of [all apneas] and [hypopneas with >= 3% oxygen desaturation or arousal] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hremba3 + hroa3 + hnrba3 + hnroa3 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_a0h4,Apnea-Hypopnea Index (AHI) >= 4% - number of [all apneas] and [hypopneas with >= 4% oxygen desaturation] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hrembp4 + hrop4 + hnrbp4 + hnrop4 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_a0h4a,Apnea-Hypopnea Index (AHI) >= 4% - number of [all apneas] and [hypopneas with >= 4% oxygen desaturation or arousal] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_c0h3,Central Apnea-Hypopnea Index (AHI) >= 3% - number of [central apneas] and [hypopneas with >= 3% oxygen desaturation] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + carbp + carop + canbp + canop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_c0h3a,Central Apnea-Hypopnea Index (AHI) >= 3% - number of [central apneas] and [hypopneas with >= 3% oxygen desaturation or arousal] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hremba3 + hroa3 + hnrba3 + hnroa3 + carbp + carop + canbp + canop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_c0h4,Central Apnea-Hypopnea Index (AHI) >= 4% - number of [central apneas] and [hypopneas with >= 4% oxygen desaturation] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hrembp4 + hrop4 + hnrbp4 + hnrop4 + carbp + carop + canbp + canop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_c0h4a,Central Apnea-Hypopnea Index (AHI) >= 4% - number of [central apneas] and [hypopneas with >= 4% oxygen desaturation or arousal] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + carbp + carop + canbp + canop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_o0h3,Obstructive Apnea-Hypopnea Index (AHI) >= 3% - number of [obstructive apneas] and [hypopneas with >= 3% oxygen desaturation] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + oarbp + oarop + oanbp + oanop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_o0h3a,Obstructive Apnea-Hypopnea Index (AHI) >= 3% - number of [obstructive apneas] and [hypopneas with >= 3% oxygen desaturation or arousal] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hremba3 + hroa3 + hnrba3 + hnroa3 + oarbp + oarop + oanbp + oanop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_o0h4,Obstructive Apnea-Hypopnea Index (AHI) >= 4% - number of [obstructive apneas] and [hypopneas with >= 4% oxygen desaturation] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + oarbp + oarop + oanbp + oanop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,ahi_o0h4a,Obstructive Apnea-Hypopnea Index (AHI) >= 4% - number of [obstructive apneas] and [hypopneas with >= 4% oxygen desaturation or arousal] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + oarbp + oarop + oanbp + oanop) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,cai0p,Central Apnea Index - numer of [central apneas] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( carbp + carop + canbp + canop ) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,cai4p,Central Apnea Index >= 4% - number of [central apneas with >= 4% oxygen desaturation] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( carbp4 + carop4 + canbp4 + canop4 ) / slpprdp,"",""
Measurements/Polysomnography/Respiratory Events/Indexes,cai4pa,Central Apnea Index >= 4% - number of [central apneas with >= 4% oxygen desaturation or arousal] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( carba4 + caroa4 + canba4 + canoa4 ) / slpprdp,"",""
Measurements/Polysomnography/Respiratory Events/Indexes,cent_obs_ratio,Central/Obstructive Apnea ratio at all desaturations,"",numeric,"","",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,(carbp + carop + canbp + canop) / (oarbp + oarop + oanbp + oanop),"",""
Measurements/Polysomnography/Respiratory Events/Indexes,cent_obs_ratioa,Central/Obstructive Apnea ratio at all desaturations with an arousal,"",numeric,"","",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,(carba + caroa + canba + canoa) / (oarba + oaroa + oanba + oanoa),"",""
Measurements/Polysomnography/Respiratory Events/Indexes,oahi,Obstructive Apnea-Hypopnea Index (OAHI) at >=4% oxygen desaturation,Obstructive apnea (all desaturations) hypopnea (>=4% desaturation) index,numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hrembp4 + hrop4 + hnrbp4 + hnrop4 + oarbp + oarop + oanbp + oanop ) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,oai0p,Obstructive Apnea Index - number of [obstructive apneas] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( oarbp +  oarop  + oanbp  + oanop ) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,oai4p,Obstructive Apnea Index >= 4% - number of [obstructive apneas with >= 4% oxygen desaturation] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( oarbp4 + oarop4 + oanbp4 + oanop4 ) / slpprdp,"",""
Measurements/Polysomnography/Respiratory Events/Indexes,oai4pa,Obstructive Apnea Index >= 4% - number of [obstructive apneas with >= 4% oxygen desaturation or arousal] per hour of sleep,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( oarba4 + oaroa4 + oanba4 + oanoa4 ) / slpprdp,"",""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi0p,Overall Respiratory Disturbance Index (RDI) all oxygen desaturations,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hrembp + hrop + hnrbp + hnrop + carbp + carop + canbp + canop + oarbp + oarop + oanbp + oanop ) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi0pa,Overall Respiratory Disturbance Index (RDI) all oxygen desaturations with an arousal,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hremba + hroa + hnrba + hnroa + carba + caroa + canba + canoa + oarba + oaroa + oanba + oanoa ) / slpprdp,"",""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi0pns,Overall Respiratory Disturbance Index (RDI) (non-Supine) all oxygen desaturations,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hrop + hnrop + carop + canop + oarop + oanop ) / ( remepop + nremepop ),"",""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi0ps,Overall Respiratory Disturbance Index (RDI) (Supine) all oxygen desaturations,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hrembp + hnrbp + carbp + canbp + oarbp + oanbp ) / ( remepbp + nremepbp ),"",""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi2p,Overall Respiratory Disturbance Index (RDI) at >=2% oxygen desaturation,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hrembp2 + hrop2 + hnrbp2 + hnrop2 + carbp2 + carop2 + canbp2 + canop2 + oarbp2 + oarop2 + oanbp2 + oanop2 ) / slpprdp,"",""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi2pa,Overall Respiratory Disturbance Index (RDI) at >=2% oxygen desaturation or arousal,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hremba2 + hroa2 + hnrba2 + hnroa2 + carba2 + caroa2 + canba2 + canoa2 + oarba2 + oaroa2 + oanba2 + oanoa2 ) / slpprdp,"",""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi2pns,Overall Respiratory Disturbance Index (RDI) (non-Supine) at >=2% oxygen desaturation,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hrop2 + hnrop2 + carop2 + canop2 + oarop2 + oanop2 ) / ( remepop + nremepop ),"",""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi2ps,Overall Respiratory Disturbance Index (RDI) (Supine) at >=2% oxygen desaturation,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hrembp2 + hnrbp2 + carbp2 + canbp2 + oarbp2 + oanbp2 ) / ( remepbp + nremepbp ),"",""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi3p,Overall Respiratory Disturbance Index (RDI) at >=3% oxygen desaturation,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hrembp3 + hrop3 + hnrbp3 + hnrop3 + carbp3 + carop3 + canbp3 + canop3 + oarbp3 + oarop3 + oanbp3 + oanop3 ) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi3pa,Overall Respiratory Disturbance Index (RDI) at >=3% oxygen desaturation or arousal,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hremba3 + hroa3 + hnrba3 + hnroa3 + carba3 + caroa3 + canba3 + canoa3 + oarba3 + oaroa3 + oanba3 + oanoa3 ) / slpprdp,true,""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi3pns,Overall Respiratory Disturbance Index (RDI) (non-Supine) at >=3% oxygen desaturation,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hrop3 + hnrop3 + carop3 + canop3 + oarop3 + oanop3 ) / ( remepop + nremepop ),"",""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi3ps,Overall Respiratory Disturbance Index (RDI) (Supine) at >=3% oxygen desaturation,"",numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hrembp3 + hnrbp3 + carbp3 + canbp3 + oarbp3 + oanbp3 ) / ( remepbp + nremepbp ),"",""
Measurements/Polysomnography/Respiratory Events/Indexes,rdi4p,Overall Respiratory Disturbance Index (RDI) at >=4% oxygen desaturation,Ratio of the count of all apneas (central and obstructive) and hypopneas associated with at least a >=4% oxygen desaturation to the total sleep time expressed in hours,numeric,events per hour,"",non-rem;rem;nrem;rapid eye movement sleep;non-rapid eye movement sleep,60 * ( hrembp4 + hrop4 + hnrbp4 + hnrop4 + carbp4 + carop4 + canbp4 + canop4 + oarbp4 + oarop4 + oanbp4 + oanop4 ) / slpprdp,true,""
